Tract ID,County,Median_Home_Value,Year
4261,Alameda,1000000.0,2010
4262,Alameda,1000000.0,2010
4271,Alameda,778500.0,2010
4272,Alameda,574800.0,2010
4273,Alameda,644300.0,2010
4276,Alameda,606300.0,2010
4277,Alameda,619300.0,2010
4278,Alameda,676600.0,2010
4279,Alameda,787000.0,2010
4280,Alameda,418000.0,2010
4281,Alameda,703100.0,2010
4282,Alameda,664300.0,2010
4283.01,Alameda,597300.0,2010
4283.02,Alameda,813300.0,2010
4284,Alameda,617000.0,2010
4285,Alameda,436500.0,2010
4286,Alameda,457300.0,2010
4287,Alameda,864800.0,2010
4301.01,Alameda,728800.0,2010
4301.02,Alameda,746700.0,2010
4302,Alameda,686600.0,2010
4303,Alameda,684300.0,2010
4304,Alameda,654200.0,2010
4305,Alameda,562100.0,2010
4306,Alameda,624500.0,2010
4307,Alameda,635400.0,2010
4308,Alameda,536400.0,2010
4309,Alameda,497300.0,2010
4310,Alameda,476300.0,2010
4311,Alameda,447800.0,2010
4312,Alameda,428000.0,2010
4321,Alameda,510500.0,2010
4322,Alameda,573300.0,2010
4323,Alameda,557300.0,2010
4324,Alameda,488500.0,2010
4325.01,Alameda,440900.0,2010
4325.02,Alameda,540800.0,2010
4326,Alameda,377100.0,2010
4327,Alameda,532900.0,2010
4328,Alameda,719700.0,2010
4330,Alameda,488600.0,2010
4331.02,Alameda,489500.0,2010
4331.03,Alameda,500000.0,2010
4331.04,Alameda,539800.0,2010
4332,Alameda,458100.0,2010
4333,Alameda,499400.0,2010
4334,Alameda,534600.0,2010
4335,Alameda,529500.0,2010
4336,Alameda,460200.0,2010
4337,Alameda,384700.0,2010
4338,Alameda,393000.0,2010
4339,Alameda,325700.0,2010
4340,Alameda,365000.0,2010
4351.02,Alameda,654800.0,2010
4351.03,Alameda,808200.0,2010
4351.04,Alameda,377600.0,2010
4352,Alameda,541500.0,2010
4353,Alameda,469200.0,2010
4354,Alameda,406300.0,2010
4355,Alameda,418400.0,2010
4356.01,Alameda,349800.0,2010
4356.02,Alameda,456200.0,2010
4357,Alameda,411200.0,2010
4358,Alameda,488700.0,2010
4359,Alameda,492900.0,2010
4360,Alameda,445300.0,2010
4361,Alameda,438300.0,2010
4362,Alameda,492300.0,2010
4363,Alameda,502800.0,2010
4364.01,Alameda,460700.0,2010
4364.02,Alameda,672300.0,2010
4365,Alameda,427900.0,2010
4366.01,Alameda,382300.0,2010
4366.02,Alameda,448800.0,2010
4367,Alameda,283200.0,2010
4368,Alameda,518700.0,2010
4369,Alameda,542100.0,2010
4370,Alameda,370100.0,2010
4371.01,Alameda,570600.0,2010
4371.02,Alameda,321900.0,2010
4372,Alameda,484000.0,2010
4373,Alameda,451000.0,2010
4374,Alameda,441800.0,2010
4375,Alameda,447900.0,2010
4376,Alameda,474700.0,2010
4377.01,Alameda,413300.0,2010
4377.02,Alameda,384900.0,2010
4378,Alameda,433000.0,2010
4379,Alameda,454300.0,2010
4380,Alameda,558100.0,2010
4381,Alameda,463700.0,2010
4382.01,Alameda,332800.0,2010
4382.03,Alameda,541000.0,2010
4382.04,Alameda,390500.0,2010
4383,Alameda,455500.0,2010
4384,Alameda,372400.0,2010
4401,Alameda,362900.0,2010
4402,Alameda,518400.0,2010
4403.01,Alameda,572500.0,2010
4403.04,Alameda,509100.0,2010
4403.05,Alameda,552100.0,2010
4403.06,Alameda,438500.0,2010
4403.07,Alameda,467100.0,2010
4403.08,Alameda,578700.0,2010
4403.31,Alameda,578200.0,2010
4403.32,Alameda,806900.0,2010
4403.33,Alameda,657100.0,2010
4403.34,Alameda,563500.0,2010
4403.35,Alameda,723100.0,2010
4403.36,Alameda,527600.0,2010
4411,Alameda,688100.0,2010
4412,Alameda,678300.0,2010
4413.01,Alameda,770800.0,2010
4413.02,Alameda,622500.0,2010
4414.01,Alameda,574800.0,2010
4414.02,Alameda,665500.0,2010
4415.01,Alameda,655600.0,2010
4415.03,Alameda,656900.0,2010
4415.21,Alameda,633500.0,2010
4415.22,Alameda,608000.0,2010
4415.23,Alameda,567200.0,2010
4415.24,Alameda,667100.0,2010
4416.01,Alameda,571200.0,2010
4416.02,Alameda,509700.0,2010
4417,Alameda,405700.0,2010
4418,Alameda,580700.0,2010
4419.21,Alameda,570200.0,2010
4419.23,Alameda,416100.0,2010
4419.24,Alameda,557600.0,2010
4419.25,Alameda,352200.0,2010
4419.26,Alameda,454900.0,2010
4419.27,Alameda,543600.0,2010
4420,Alameda,1000000.0,2010
4421,Alameda,858600.0,2010
4422,Alameda,918400.0,2010
4423.01,Alameda,575100.0,2010
4423.02,Alameda,500000.0,2010
4424,Alameda,567800.0,2010
4425,Alameda,548800.0,2010
4426.01,Alameda,649800.0,2010
4426.02,Alameda,756800.0,2010
4427,Alameda,677500.0,2010
4428,Alameda,549700.0,2010
4429,Alameda,602600.0,2010
4430.01,Alameda,529100.0,2010
4430.02,Alameda,512600.0,2010
4431.02,Alameda,944800.0,2010
4431.03,Alameda,1000000.0,2010
4431.04,Alameda,863600.0,2010
4431.05,Alameda,1000000.0,2010
4432,Alameda,1000000.0,2010
4433.01,Alameda,790800.0,2010
4433.21,Alameda,373200.0,2010
4433.22,Alameda,718500.0,2010
4441,Alameda,670100.0,2010
4442,Alameda,520100.0,2010
4443.01,Alameda,598200.0,2010
4443.02,Alameda,575000.0,2010
4444,Alameda,463400.0,2010
4445,Alameda,477700.0,2010
4446.01,Alameda,604800.0,2010
4446.02,Alameda,458800.0,2010
4501.01,Alameda,614600.0,2010
4501.02,Alameda,820400.0,2010
4502,Alameda,532600.0,2010
4503,Alameda,595900.0,2010
4504,Alameda,588500.0,2010
4505.01,Alameda,585800.0,2010
4505.02,Alameda,815300.0,2010
4506.01,Alameda,1000000.0,2010
4506.02,Alameda,788400.0,2010
4506.03,Alameda,632300.0,2010
4506.04,Alameda,857800.0,2010
4506.05,Alameda,783000.0,2010
4506.06,Alameda,854400.0,2010
4506.07,Alameda,915800.0,2010
4507.01,Alameda,1000000.0,2010
4507.41,Alameda,834800.0,2010
4507.42,Alameda,720500.0,2010
4507.43,Alameda,567000.0,2010
4507.44,Alameda,693300.0,2010
4507.45,Alameda,713500.0,2010
4507.46,Alameda,672000.0,2010
4507.50,Alameda,452400.0,2010
4507.51,Alameda,860900.0,2010
4507.52,Alameda,882000.0,2010
4511.01,Alameda,700200.0,2010
4511.02,Alameda,931000.0,2010
4512.01,Alameda,515300.0,2010
4512.02,Alameda,539900.0,2010
4513,Alameda,563700.0,2010
4514.01,Alameda,628500.0,2010
4514.03,Alameda,479200.0,2010
4514.04,Alameda,461400.0,2010
4515.01,Alameda,808300.0,2010
4515.03,Alameda,547400.0,2010
4515.04,Alameda,505100.0,2010
4515.05,Alameda,633500.0,2010
4515.06,Alameda,578900.0,2010
4516.01,Alameda,780700.0,2010
4516.02,Alameda,606100.0,2010
4517.01,Alameda,536700.0,2010
4517.03,Alameda,628100.0,2010
4517.04,Alameda,643300.0,2010
9819,Alameda,0.0,2010
9820,Alameda,0.0,2010
9832,Alameda,520800.0,2010
9900,Alameda,0.0,2010
3010,Contra Costa,438500.0,2010
3020.05,Contra Costa,367800.0,2010
3020.06,Contra Costa,353400.0,2010
3020.07,Contra Costa,384000.0,2010
3020.08,Contra Costa,424800.0,2010
3020.09,Contra Costa,411300.0,2010
3020.10,Contra Costa,401200.0,2010
3031.02,Contra Costa,516800.0,2010
3031.03,Contra Costa,446900.0,2010
3032.01,Contra Costa,462100.0,2010
3032.02,Contra Costa,490200.0,2010
3032.03,Contra Costa,548200.0,2010
3032.04,Contra Costa,353800.0,2010
3032.05,Contra Costa,456600.0,2010
3040.01,Contra Costa,573900.0,2010
3040.02,Contra Costa,538500.0,2010
3040.03,Contra Costa,628800.0,2010
3040.04,Contra Costa,630200.0,2010
3040.05,Contra Costa,544600.0,2010
3050,Contra Costa,333000.0,2010
3060.02,Contra Costa,325000.0,2010
3060.03,Contra Costa,297000.0,2010
3060.04,Contra Costa,378000.0,2010
3071.01,Contra Costa,382700.0,2010
3071.02,Contra Costa,242600.0,2010
3072.01,Contra Costa,239700.0,2010
3072.02,Contra Costa,224600.0,2010
3072.04,Contra Costa,410300.0,2010
3072.05,Contra Costa,325400.0,2010
3080.01,Contra Costa,369200.0,2010
3080.02,Contra Costa,429800.0,2010
3090,Contra Costa,441500.0,2010
3100,Contra Costa,329100.0,2010
3110,Contra Costa,335100.0,2010
3120,Contra Costa,360100.0,2010
3131.01,Contra Costa,327800.0,2010
3131.02,Contra Costa,319500.0,2010
3131.03,Contra Costa,441300.0,2010
3132.03,Contra Costa,502700.0,2010
3132.04,Contra Costa,398800.0,2010
3132.05,Contra Costa,361200.0,2010
3132.06,Contra Costa,328500.0,2010
3141.02,Contra Costa,337400.0,2010
3141.03,Contra Costa,314600.0,2010
3141.04,Contra Costa,303300.0,2010
3142,Contra Costa,280600.0,2010
3150,Contra Costa,428900.0,2010
3160,Contra Costa,602900.0,2010
3170,Contra Costa,386200.0,2010
3180,Contra Costa,439300.0,2010
3190,Contra Costa,408400.0,2010
3200.01,Contra Costa,509600.0,2010
3200.03,Contra Costa,517600.0,2010
3200.04,Contra Costa,504800.0,2010
3211.01,Contra Costa,522400.0,2010
3211.02,Contra Costa,590500.0,2010
3211.03,Contra Costa,664700.0,2010
3212,Contra Costa,442600.0,2010
3220,Contra Costa,632600.0,2010
3230,Contra Costa,582000.0,2010
3240.01,Contra Costa,463700.0,2010
3240.02,Contra Costa,572300.0,2010
3250,Contra Costa,614800.0,2010
3260,Contra Costa,734900.0,2010
3270,Contra Costa,234100.0,2010
3280,Contra Costa,548400.0,2010
3290,Contra Costa,419000.0,2010
3300,Contra Costa,432600.0,2010
3310,Contra Costa,489600.0,2010
3320,Contra Costa,480300.0,2010
3331.01,Contra Costa,529200.0,2010
3331.02,Contra Costa,543500.0,2010
3332,Contra Costa,508300.0,2010
3340.01,Contra Costa,526900.0,2010
3340.04,Contra Costa,387800.0,2010
3340.06,Contra Costa,585400.0,2010
3342,Contra Costa,1000000.0,2010
3350,Contra Costa,477800.0,2010
3361.01,Contra Costa,416700.0,2010
3361.02,Contra Costa,229000.0,2010
3362.01,Contra Costa,394900.0,2010
3362.02,Contra Costa,259600.0,2010
3371,Contra Costa,719000.0,2010
3372,Contra Costa,399100.0,2010
3373,Contra Costa,694400.0,2010
3381.01,Contra Costa,371800.0,2010
3381.02,Contra Costa,520400.0,2010
3382.01,Contra Costa,697100.0,2010
3382.03,Contra Costa,493700.0,2010
3382.04,Contra Costa,539000.0,2010
3383.01,Contra Costa,901100.0,2010
3383.02,Contra Costa,856100.0,2010
3390.01,Contra Costa,449100.0,2010
3390.02,Contra Costa,367600.0,2010
3400.01,Contra Costa,625500.0,2010
3400.02,Contra Costa,749100.0,2010
3410,Contra Costa,882000.0,2010
3430.01,Contra Costa,857700.0,2010
3430.02,Contra Costa,784700.0,2010
3430.03,Contra Costa,965000.0,2010
3451.01,Contra Costa,644200.0,2010
3451.02,Contra Costa,682400.0,2010
3451.03,Contra Costa,756500.0,2010
3451.05,Contra Costa,781700.0,2010
3451.08,Contra Costa,687000.0,2010
3451.11,Contra Costa,799000.0,2010
3451.12,Contra Costa,881700.0,2010
3451.13,Contra Costa,902900.0,2010
3451.14,Contra Costa,871000.0,2010
3451.15,Contra Costa,917400.0,2010
3451.16,Contra Costa,707000.0,2010
3452.02,Contra Costa,682100.0,2010
3452.03,Contra Costa,1000000.0,2010
3452.04,Contra Costa,1000000.0,2010
3461.01,Contra Costa,871700.0,2010
3461.02,Contra Costa,1000000.0,2010
3462.01,Contra Costa,1000000.0,2010
3462.03,Contra Costa,948100.0,2010
3462.04,Contra Costa,1000000.0,2010
3470,Contra Costa,995900.0,2010
3480,Contra Costa,1000000.0,2010
3490,Contra Costa,1000000.0,2010
3500,Contra Costa,985100.0,2010
3511.01,Contra Costa,382300.0,2010
3511.02,Contra Costa,273500.0,2010
3511.03,Contra Costa,512100.0,2010
3512,Contra Costa,1000000.0,2010
3521.01,Contra Costa,1000000.0,2010
3521.02,Contra Costa,1000000.0,2010
3522.01,Contra Costa,934200.0,2010
3522.02,Contra Costa,823100.0,2010
3530.01,Contra Costa,1000000.0,2010
3530.02,Contra Costa,1000000.0,2010
3540.01,Contra Costa,889200.0,2010
3540.02,Contra Costa,1000000.0,2010
3551.07,Contra Costa,422600.0,2010
3551.08,Contra Costa,541300.0,2010
3551.09,Contra Costa,440500.0,2010
3551.10,Contra Costa,360800.0,2010
3551.11,Contra Costa,466700.0,2010
3551.12,Contra Costa,1000000.0,2010
3551.13,Contra Costa,1000000.0,2010
3551.14,Contra Costa,900700.0,2010
3551.15,Contra Costa,658000.0,2010
3551.16,Contra Costa,873500.0,2010
3551.17,Contra Costa,859600.0,2010
3552,Contra Costa,450300.0,2010
3553.01,Contra Costa,638900.0,2010
3553.02,Contra Costa,978800.0,2010
3553.04,Contra Costa,662900.0,2010
3553.06,Contra Costa,713100.0,2010
3560.01,Contra Costa,439600.0,2010
3560.02,Contra Costa,586200.0,2010
3570,Contra Costa,441100.0,2010
3580,Contra Costa,454300.0,2010
3591.02,Contra Costa,433800.0,2010
3591.03,Contra Costa,421100.0,2010
3591.04,Contra Costa,398400.0,2010
3591.05,Contra Costa,494800.0,2010
3592.02,Contra Costa,524700.0,2010
3592.03,Contra Costa,427800.0,2010
3592.04,Contra Costa,536600.0,2010
3601.01,Contra Costa,493800.0,2010
3601.02,Contra Costa,627800.0,2010
3602,Contra Costa,449200.0,2010
3610,Contra Costa,418500.0,2010
3620,Contra Costa,434900.0,2010
3630,Contra Costa,419600.0,2010
3640.02,Contra Costa,455100.0,2010
3650.02,Contra Costa,284700.0,2010
3650.03,Contra Costa,397200.0,2010
3660.01,Contra Costa,319700.0,2010
3660.02,Contra Costa,251800.0,2010
3671,Contra Costa,388200.0,2010
3672,Contra Costa,423600.0,2010
3680.01,Contra Costa,222100.0,2010
3680.02,Contra Costa,367900.0,2010
3690.01,Contra Costa,332800.0,2010
3690.02,Contra Costa,420300.0,2010
3700,Contra Costa,384500.0,2010
3710,Contra Costa,397200.0,2010
3720,Contra Costa,369200.0,2010
3730,Contra Costa,317800.0,2010
3740,Contra Costa,369300.0,2010
3750,Contra Costa,348600.0,2010
3760,Contra Costa,291500.0,2010
3770,Contra Costa,231300.0,2010
3780,Contra Costa,634100.0,2010
3790,Contra Costa,356400.0,2010
3800,Contra Costa,420200.0,2010
3810,Contra Costa,291700.0,2010
3820,Contra Costa,363400.0,2010
3830,Contra Costa,451900.0,2010
3840,Contra Costa,677400.0,2010
3851,Contra Costa,828800.0,2010
3852,Contra Costa,600500.0,2010
3860,Contra Costa,481100.0,2010
3870,Contra Costa,430400.0,2010
3880,Contra Costa,537700.0,2010
3891,Contra Costa,552400.0,2010
3892,Contra Costa,604200.0,2010
3901,Contra Costa,640300.0,2010
3902,Contra Costa,634700.0,2010
3910,Contra Costa,849300.0,2010
3920,Contra Costa,773900.0,2010
3922,Contra Costa,444200.0,2010
3923,Contra Costa,752000.0,2010
9900,Contra Costa,0.0,2010
1011,Marin,1000000.0,2010
1012,Marin,680000.0,2010
1021,Marin,801500.0,2010
1022.02,Marin,695300.0,2010
1022.03,Marin,625800.0,2010
1031,Marin,795500.0,2010
1032,Marin,700300.0,2010
1041.01,Marin,815000.0,2010
1041.02,Marin,452900.0,2010
1042,Marin,689800.0,2010
1043,Marin,891400.0,2010
1050,Marin,476500.0,2010
1060.01,Marin,437600.0,2010
1060.02,Marin,628600.0,2010
1070,Marin,841900.0,2010
1081,Marin,783800.0,2010
1082,Marin,842200.0,2010
1090.01,Marin,940100.0,2010
1090.02,Marin,895700.0,2010
1101,Marin,960700.0,2010
1102,Marin,1000000.0,2010
1110,Marin,846900.0,2010
1121,Marin,817800.0,2010
1122.01,Marin,230900.0,2010
1122.02,Marin,673300.0,2010
1130,Marin,777800.0,2010
1141,Marin,736300.0,2010
1142,Marin,771900.0,2010
1150,Marin,956600.0,2010
1160,Marin,825300.0,2010
1170,Marin,949100.0,2010
1181,Marin,1000000.0,2010
1191,Marin,1000000.0,2010
1192.01,Marin,526400.0,2010
1192.02,Marin,1000000.0,2010
1200,Marin,1000000.0,2010
1211,Marin,933100.0,2010
1212,Marin,771800.0,2010
1220,Marin,0.0,2010
1230,Marin,1000000.0,2010
1241,Marin,1000000.0,2010
1242,Marin,1000000.0,2010
1250,Marin,1000000.0,2010
1261,Marin,1000000.0,2010
1262,Marin,934000.0,2010
1270,Marin,1000000.0,2010
1281,Marin,1000000.0,2010
1282,Marin,1000000.0,2010
1290,Marin,661200.0,2010
1302.01,Marin,1000000.0,2010
1302.02,Marin,810600.0,2010
1311,Marin,1000000.0,2010
1321,Marin,1000000.0,2010
1322,Marin,834800.0,2010
1330,Marin,964300.0,2010
9901,Marin,0.0,2010
2002.01,Napa,494200.0,2010
2002.02,Napa,611800.0,2010
2002.03,Napa,479400.0,2010
2003.01,Napa,475500.0,2010
2003.02,Napa,515300.0,2010
2004,Napa,727900.0,2010
2005.01,Napa,412200.0,2010
2005.03,Napa,607700.0,2010
2005.04,Napa,503700.0,2010
2005.05,Napa,471000.0,2010
2006.01,Napa,493800.0,2010
2006.02,Napa,643600.0,2010
2007.03,Napa,710300.0,2010
2007.04,Napa,559000.0,2010
2007.05,Napa,623800.0,2010
2007.06,Napa,632600.0,2010
2007.07,Napa,563000.0,2010
2008.02,Napa,420100.0,2010
2008.03,Napa,627100.0,2010
2008.04,Napa,386300.0,2010
2009,Napa,0.0,2010
2010.03,Napa,618600.0,2010
2010.04,Napa,529000.0,2010
2010.05,Napa,438400.0,2010
2010.06,Napa,423500.0,2010
2010.07,Napa,417000.0,2010
2011.01,Napa,664100.0,2010
2011.02,Napa,990600.0,2010
2012,Napa,567600.0,2010
2013,Napa,845200.0,2010
2014.01,Napa,921400.0,2010
2014.02,Napa,1000000.0,2010
2014.03,Napa,1000000.0,2010
2015,Napa,1000000.0,2010
2016.01,Napa,847000.0,2010
2016.02,Napa,1000000.0,2010
2017,Napa,938400.0,2010
2018,Napa,473700.0,2010
2019,Napa,1000000.0,2010
2020,Napa,584400.0,2010
101,San Francisco,737000.0,2010
102,San Francisco,1000000.0,2010
103,San Francisco,1000000.0,2010
104,San Francisco,876000.0,2010
105,San Francisco,1000000.0,2010
106,San Francisco,1000000.0,2010
107,San Francisco,925800.0,2010
108,San Francisco,1000000.0,2010
109,San Francisco,867100.0,2010
110,San Francisco,660200.0,2010
111,San Francisco,774000.0,2010
112,San Francisco,1000000.0,2010
113,San Francisco,689000.0,2010
117,San Francisco,1000000.0,2010
118,San Francisco,1000000.0,2010
119.01,San Francisco,563900.0,2010
119.02,San Francisco,1000000.0,2010
120,San Francisco,875000.0,2010
121,San Francisco,495500.0,2010
122.01,San Francisco,434700.0,2010
122.02,San Francisco,0.0,2010
123.01,San Francisco,0.0,2010
123.02,San Francisco,0.0,2010
124.01,San Francisco,0.0,2010
124.02,San Francisco,470000.0,2010
125.01,San Francisco,0.0,2010
125.02,San Francisco,0.0,2010
126.01,San Francisco,1000000.0,2010
126.02,San Francisco,1000000.0,2010
127,San Francisco,1000000.0,2010
128,San Francisco,1000000.0,2010
129.01,San Francisco,1000000.0,2010
129.02,San Francisco,1000000.0,2010
130,San Francisco,1000000.0,2010
131.01,San Francisco,1000000.0,2010
131.02,San Francisco,1000000.0,2010
132,San Francisco,1000000.0,2010
133,San Francisco,1000000.0,2010
134,San Francisco,1000000.0,2010
135,San Francisco,1000000.0,2010
151,San Francisco,598100.0,2010
152,San Francisco,989500.0,2010
153,San Francisco,1000000.0,2010
154,San Francisco,1000000.0,2010
155,San Francisco,564400.0,2010
156,San Francisco,984000.0,2010
157,San Francisco,842300.0,2010
158.01,San Francisco,655300.0,2010
158.02,San Francisco,1000000.0,2010
159,San Francisco,578900.0,2010
160,San Francisco,533900.0,2010
161,San Francisco,484200.0,2010
162,San Francisco,398500.0,2010
163,San Francisco,701500.0,2010
164,San Francisco,779600.0,2010
165,San Francisco,888800.0,2010
166,San Francisco,914200.0,2010
167,San Francisco,943500.0,2010
168.01,San Francisco,796400.0,2010
168.02,San Francisco,680000.0,2010
169,San Francisco,875900.0,2010
170,San Francisco,962700.0,2010
171.01,San Francisco,1000000.0,2010
171.02,San Francisco,962000.0,2010
176.01,San Francisco,637100.0,2010
177,San Francisco,680400.0,2010
178.01,San Francisco,604000.0,2010
178.02,San Francisco,665700.0,2010
179.02,San Francisco,0.0,2010
180,San Francisco,689300.0,2010
201,San Francisco,639600.0,2010
202,San Francisco,765800.0,2010
203,San Francisco,792200.0,2010
204.01,San Francisco,941100.0,2010
204.02,San Francisco,951200.0,2010
205,San Francisco,1000000.0,2010
206,San Francisco,1000000.0,2010
207,San Francisco,1000000.0,2010
208,San Francisco,871700.0,2010
209,San Francisco,995200.0,2010
210,San Francisco,735400.0,2010
211,San Francisco,1000000.0,2010
212,San Francisco,1000000.0,2010
213,San Francisco,1000000.0,2010
214,San Francisco,921500.0,2010
215,San Francisco,1000000.0,2010
216,San Francisco,927600.0,2010
217,San Francisco,919400.0,2010
218,San Francisco,983700.0,2010
226,San Francisco,699200.0,2010
227.02,San Francisco,964300.0,2010
227.04,San Francisco,907900.0,2010
228.01,San Francisco,661300.0,2010
228.02,San Francisco,750000.0,2010
228.03,San Francisco,640300.0,2010
229.01,San Francisco,719300.0,2010
229.02,San Francisco,722000.0,2010
229.03,San Francisco,704500.0,2010
230.01,San Francisco,609400.0,2010
230.03,San Francisco,620100.0,2010
231.02,San Francisco,588700.0,2010
231.03,San Francisco,417700.0,2010
232,San Francisco,516900.0,2010
233,San Francisco,573600.0,2010
234,San Francisco,582900.0,2010
251,San Francisco,762000.0,2010
252,San Francisco,827000.0,2010
253,San Francisco,757600.0,2010
254.01,San Francisco,812000.0,2010
254.02,San Francisco,775600.0,2010
254.03,San Francisco,739900.0,2010
255,San Francisco,673500.0,2010
256,San Francisco,628400.0,2010
257.01,San Francisco,644000.0,2010
257.02,San Francisco,597900.0,2010
258,San Francisco,630900.0,2010
259,San Francisco,677700.0,2010
260.01,San Francisco,667000.0,2010
260.02,San Francisco,602400.0,2010
260.03,San Francisco,644000.0,2010
260.04,San Francisco,639800.0,2010
261,San Francisco,633900.0,2010
262,San Francisco,633500.0,2010
263.01,San Francisco,633200.0,2010
263.02,San Francisco,603500.0,2010
263.03,San Francisco,634500.0,2010
264.01,San Francisco,509000.0,2010
264.02,San Francisco,510600.0,2010
264.03,San Francisco,567400.0,2010
264.04,San Francisco,567000.0,2010
301.01,San Francisco,835300.0,2010
301.02,San Francisco,936900.0,2010
302.01,San Francisco,909200.0,2010
302.02,San Francisco,820100.0,2010
303.01,San Francisco,951200.0,2010
